Population,Localidad/ubicación,Año,Edad,Sexo,Causa de muerte o lesión,Medir,Valor,Límite inferior,Límite superior
Toda la población,Bolivia,2022,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,143582.0545673144,113379.58302823125,181092.89214250495
Toda la población,Bolivia,2023,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,146719.6018644984,117694.9874996379,183350.06301310658
Toda la población,Ecuador,1990,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,44425.85480957162,42163.335960579425,46796.78022328211
Toda la población,Ecuador,1991,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,48806.785688972304,46548.06588904913,51536.11408466232
Toda la población,Ecuador,1992,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,51036.679795331496,48615.278256286016,53872.02014415605
Toda la población,Ecuador,1993,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,54265.74619966722,51562.8364775188,57023.105525044986
Toda la población,Ecuador,1994,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,64978.946322537515,61959.98439847709,67853.27520497316
Toda la población,Ecuador,1995,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,70752.51834842513,67842.3678187896,74326.87083391988
Toda la población,Ecuador,1996,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,78094.62074151656,74585.2154024421,82049.5009908312
Toda la población,Ecuador,1997,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,84833.67925872412,80837.71294141759,88821.86692449795
Toda la población,Ecuador,1998,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,93868.44560870412,89462.5409066708,97911.28195756597
Toda la población,Ecuador,1999,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,104373.48669623601,100013.94501235375,108423.1861323372
Toda la población,Ecuador,2000,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,118676.15709884107,114107.0422543995,123673.01635576868
Toda la población,Ecuador,2001,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,128312.12269213286,123364.32988563503,133481.07453716444
Toda la población,Ecuador,2002,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,134334.3611229598,128705.83277421739,139983.07883466384
Toda la población,Ecuador,2003,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,138277.43568623118,132447.5908606026,144319.44961085715
Toda la población,Ecuador,2004,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,136849.3895700211,131607.7366618962,143075.60230865213
Toda la población,Ecuador,2005,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,144896.15507589243,138823.08488752838,151267.8988966502
Toda la población,Ecuador,2006,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,149896.36114205557,143690.81258219335,157186.34779255962
Toda la población,Ecuador,2007,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,153533.2028694123,146770.03104843246,160788.90001772591
Toda la población,Ecuador,2008,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,155399.1118973942,148771.3846519372,162973.4655880284
Toda la población,Ecuador,2009,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,153962.13246820663,146710.39395033254,161748.17403622903
Toda la población,Ecuador,2010,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,147311.3970717124,140333.56546612305,154991.26691076893
Toda la población,Ecuador,2011,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,146807.8037022428,140313.68830424576,154630.93582355184
Toda la población,Ecuador,2012,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,147736.23810706273,141470.9268785232,155253.34388694796
Toda la población,Ecuador,2013,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,143066.6960909359,136984.99515823554,150200.82637062442
Toda la población,Ecuador,2014,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,133959.1063239135,127348.41239980921,141640.06567675876
Toda la población,Ecuador,2015,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,130092.90356941693,123081.53073691012,137887.19541009195
Toda la población,Ecuador,2016,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,127374.05734572175,120307.13469379833,134582.33858167627
Toda la población,Ecuador,2017,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,125875.02000021076,119094.39336079257,133461.31638708123
Toda la población,Ecuador,2018,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,122181.97349313233,115448.41341142099,129441.31052842637
Toda la población,Ecuador,2019,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,124548.59032781003,117413.56679146424,132148.2889068977
Toda la población,Ecuador,2020,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,122588.93748850546,116192.50052068797,129546.45814574564
Toda la población,Ecuador,2021,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,123174.4779936214,117340.39488818662,130357.55976506857
Toda la población,Ecuador,2022,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,126442.62437045776,119782.57716124157,134037.36664076845
Toda la población,Ecuador,2023,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,138599.4959889727,130156.9668401784,147023.47605203287
Toda la población,Colombia,1990,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,142302.38193488537,128000.26399200346,157500.01922337784
Toda la población,Colombia,1991,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,144881.0125243783,129938.60440044584,159733.09725075762
Toda la población,Colombia,1992,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,147216.62106819425,132569.21153131223,163398.90299069812
Toda la población,Colombia,1993,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,147610.4975175438,131459.93671830252,163327.1279527907
Toda la población,Colombia,1994,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,149259.1674385929,132628.03812399888,165464.98785113465
Toda la población,Colombia,1995,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,154179.66834616213,137198.69450812662,170227.727181347
Toda la población,Colombia,1996,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,161279.4521354845,143791.54802596327,178863.66711050834
Toda la población,Colombia,1997,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,165273.50470963272,148610.34465462487,183871.59362374106
Toda la población,Colombia,1998,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,168273.0394072854,150157.89109713014,186602.99728478293
Toda la población,Colombia,1999,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,178428.13430559263,159957.745355061,198321.07069352907
Toda la población,Colombia,2000,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,183322.85622139493,164087.34649613898,203697.87293659663
Toda la población,Colombia,2001,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,185378.8009530586,165504.89890508263,207286.03489326325
Toda la población,Colombia,2002,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,190422.39610607468,170529.93934486184,213204.5841135269
Toda la población,Colombia,2003,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,200692.55357204893,179271.23707585596,224164.14662929688
Toda la población,Colombia,2004,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,207261.5865175762,185863.47135608702,231417.03739604098
Toda la población,Colombia,2005,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,207212.73540337227,184835.71011110357,233732.05901900912
Toda la población,Colombia,2006,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,212104.17398609227,189305.5224501273,241547.92308961478
Toda la población,Colombia,2007,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,216751.08751025467,192959.26074520184,245761.25406167522
Toda la población,Colombia,2008,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,223554.00535056787,198242.61060246854,252516.90316233138
Toda la población,Colombia,2009,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,225069.99854835134,199418.93483822345,254754.69001686035
Toda la población,Colombia,2010,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,237067.58054004956,210994.8868367722,265431.4448406872
Toda la población,Colombia,2011,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,242272.32760785118,215872.21536905022,273758.87596259516
Toda la población,Colombia,2012,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,251691.295707931,223313.57244019757,282311.91223621974
Toda la población,Colombia,2013,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,257349.20188786008,227309.06481264706,291767.4407535714
Toda la población,Colombia,2014,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,265945.2413747556,235115.25923711355,299820.2382712028
Toda la población,Colombia,2015,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,279585.81438093574,246130.69542125083,313143.01072280935
Toda la población,Colombia,2016,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,282779.607412921,249315.13701968396,319431.469314077
Toda la población,Colombia,2017,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,288529.40355290024,253633.79261401895,324775.5373231444
Toda la población,Colombia,2018,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,289067.3945549405,252744.7613806196,325811.7361280313
Toda la población,Colombia,2019,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,273629.8256160367,236776.18647055456,313717.96348169213
Toda la población,Colombia,2020,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,267955.10298011074,230032.63021589298,307140.8410297736
Toda la población,Colombia,2021,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,272076.0892583634,234231.3215198189,312027.3997458985
Toda la población,Colombia,2022,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,273204.5261617795,232801.27309190924,315512.63122875785
Toda la población,Colombia,2023,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,279002.837945926,240080.24225946353,322321.8834995147
Toda la población,Venezuela,1990,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,74392.08439607064,66133.31058902362,83602.95904257188
Toda la población,Venezuela,1991,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,78293.05466161255,69254.88114565972,87678.65347968909
Toda la población,Venezuela,1992,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,82004.64299056458,72510.06913755213,92015.55515420638
Toda la población,Venezuela,1993,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,85226.74637193466,75431.84051472445,95843.60507580319
Toda la población,Venezuela,1994,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,88600.8862962162,78786.61740255052,99030.43008695752
Toda la población,Venezuela,1995,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,103332.04902515952,93239.18333596675,114361.45551762261
Toda la población,Venezuela,1996,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,120669.84067959068,110041.71107273831,133051.1283579575
Toda la población,Venezuela,1997,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,129694.89254238085,118621.96863484214,142454.76686922833
Toda la población,Venezuela,1998,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,132343.429276958,121773.61723087059,145771.4654951974
Toda la población,Venezuela,1999,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,148094.4721218972,137548.2498612366,162364.6057994911
Toda la población,Venezuela,2000,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,146278.16389421906,135278.06836945587,160434.53060657138
Toda la población,Venezuela,2001,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,153238.75112192795,141174.1868447896,167112.85705431274
Toda la población,Venezuela,2002,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,157761.078660622,145296.22502668,172081.82975607036
Toda la población,Venezuela,2003,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,170285.58184048586,157695.02230728036,184438.66643407536
Toda la población,Venezuela,2004,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,177358.11441451154,164484.61448558007,191496.75959658233
Toda la población,Venezuela,2005,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,180685.72872426052,167927.31097130512,195528.37962459426
Toda la población,Venezuela,2006,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,184866.0832241269,172229.93538087473,199874.3990794559
Toda la población,Venezuela,2007,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,192428.89358422597,177685.90137048395,209056.8370834702
Toda la población,Venezuela,2008,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,202754.48533903353,186427.22846558085,220284.4583083914
Toda la población,Venezuela,2009,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,211306.22253717305,194729.21961249068,230492.1456009265
Toda la población,Venezuela,2010,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,223959.94500690428,206487.024422254,243038.91216880368
Toda la población,Venezuela,2011,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,229394.7646767109,211266.35249290615,249085.98646314564
Toda la población,Venezuela,2012,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,237163.66323608646,217375.16866174253,256089.3071888457
Toda la población,Venezuela,2013,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,253277.94408855424,233042.02788539254,274917.1972678564
Toda la población,Venezuela,2014,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,275218.8124591335,254030.7307163959,296719.2500259324
Toda la población,Venezuela,2015,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,288976.93594833155,267186.78079515544,311475.0404941247
Toda la población,Venezuela,2016,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,302677.7497754257,280458.94663648785,326346.65212259983
Toda la población,Venezuela,2017,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,322202.38325710996,297381.96746868885,348896.48392556544
Toda la población,Venezuela,2018,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,352039.8077370069,321968.0014703857,384410.95822889265
Toda la población,Venezuela,2019,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,389806.1912151579,352078.574414156,430236.3796834585
Toda la población,Venezuela,2020,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,408100.96768935723,363075.6761912968,460865.01791894395
Toda la población,Venezuela,2021,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,428854.537973698,371611.02537420456,489395.600538815
Toda la población,Venezuela,2022,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,447779.55289632623,376590.9012715697,521079.9213531902
Toda la población,Venezuela,2023,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,454535.6868922617,382328.9887477711,528740.7202823341
Toda la población,Paraguay,1990,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,13576.476356220903,11171.808223130163,16037.332547306216
Toda la población,Paraguay,1991,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,14224.6587195185,11665.216243618464,16843.94766643046
Toda la población,Paraguay,1992,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,14952.964445592474,12307.989176508525,17621.79240224538
Toda la población,Paraguay,1993,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,15792.804431933344,13171.215464071776,18318.729188512272
Toda la población,Paraguay,1994,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,16720.527624711773,14008.141630207996,19408.998682751386
Toda la población,Paraguay,1995,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,17564.996020025643,14946.018951412916,20228.474842881646
Toda la población,Paraguay,1996,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,18592.232869954667,15914.071299217558,21264.89000955588
Toda la población,Paraguay,1997,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,19640.087167677575,17031.399376725938,22304.22767507674
Toda la población,Paraguay,1998,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,20661.85696890248,17965.085478689092,23270.83626814561
Toda la población,Paraguay,1999,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,21416.68321131608,18578.20635874668,23982.88211458954
Toda la población,Paraguay,2000,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,22212.20152208974,19157.942366657775,24606.46094598298
Toda la población,Paraguay,2001,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,23001.418276836273,20024.379252398943,25478.674594067117
Toda la población,Paraguay,2002,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,23662.78918122707,20720.358949867707,26364.96259262175
Toda la población,Paraguay,2003,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,24171.45354708313,21239.365388676903,26928.498086449028
Toda la población,Paraguay,2004,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,24886.02342277807,21945.46668829112,27951.705011953294
Toda la población,Paraguay,2005,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,25787.33664761336,22751.89525059674,29036.93684366097
Toda la población,Paraguay,2006,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,26494.552238788103,23103.369497706622,29952.176699824424
Toda la población,Paraguay,2007,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,27475.262006935394,23937.87973677148,31391.06274668831
Toda la población,Paraguay,2008,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,28158.401836186036,24576.245478189176,31969.613633606103
Toda la población,Paraguay,2009,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,29035.801825496463,25652.099387623028,32718.17945856461
Toda la población,Paraguay,2010,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,30361.490148925946,26773.209968651212,34298.37184755211
Toda la población,Paraguay,2011,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,31458.838226894502,27300.685340170487,35510.270593994195
Toda la población,Paraguay,2012,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,32667.893664733663,28150.169095861384,36754.83473076733
Toda la población,Paraguay,2013,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,33648.116909474506,28378.166564106767,38125.697151854416
Toda la población,Paraguay,2014,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,35152.06768086705,29376.884417961577,39969.187576052405
Toda la población,Paraguay,2015,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,36677.42953892546,30307.429873086156,41997.96110918789
Toda la población,Paraguay,2016,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,38327.641832484434,31346.06668205863,43978.76249146317
Toda la población,Paraguay,2017,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,40372.81674249894,32380.755845138592,46256.90065241378
Toda la población,Paraguay,2018,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,42642.9126089704,33618.98644638986,49035.2052462597
Toda la población,Paraguay,2019,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,44931.902757722666,35067.44342643218,51930.09802777984
Toda la población,Paraguay,2020,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,46590.53984357177,35862.020565780505,54426.06995429878
Toda la población,Paraguay,2021,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,48206.39808592702,36284.2426230466,57376.34596195334
Toda la población,Paraguay,2022,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,43548.24728159354,33948.00929585263,51698.871282409964
Toda la población,Paraguay,2023,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,44788.061884440445,34357.87007437218,53716.02894853188
Toda la población,Guyana,1990,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,4709.145281953648,4036.645080779293,5430.13737754852
Toda la población,Guyana,1991,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,4594.263120903524,3954.302173224012,5288.417602357992
Toda la población,Guyana,1992,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,4555.918155063413,3964.2460281096733,5237.48925881857
Toda la población,Guyana,1993,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,4598.189716173834,4012.15997900503,5240.757999953365
Toda la población,Guyana,1994,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,4377.670074614802,3806.756261202532,4973.570205147796
Toda la población,Guyana,1995,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,4425.104297630583,3838.4091519735593,5016.421821898613
Toda la población,Guyana,1996,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,4604.817782580055,4046.449800195195,5220.02560236207
Toda la población,Guyana,1997,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,4650.247488469534,4080.828136787816,5252.082587165258
Toda la población,Guyana,1998,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,4654.925802586059,4074.2165302794215,5220.754452191575
Toda la población,Guyana,1999,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,5103.342426633901,4506.210496177619,5790.291322128754
Toda la población,Guyana,2000,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,6043.793743156377,5379.851763190863,6837.556129465749
Toda la población,Guyana,2001,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,6352.471024615919,5671.833526851722,7198.226033242436
Toda la población,Guyana,2002,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,6338.491171410339,5665.646467265053,7110.099201611393
Toda la población,Guyana,2003,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,6302.827770186942,5611.93277213731,7092.340838752858
Toda la población,Guyana,2004,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,6438.629320113549,5754.087877119525,7234.570445197586
Toda la población,Guyana,2005,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,6667.647304141166,5977.891973016999,7438.151575754777
Toda la población,Guyana,2006,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,7029.764046692218,6286.610411555183,7813.036887868406
Toda la población,Guyana,2007,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,7208.67846013729,6433.757148715715,8044.765241660576
Toda la población,Guyana,2008,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,7403.13193035305,6634.211854216227,8232.557751193932
Toda la población,Guyana,2009,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,7772.658235476336,6989.6416343206965,8731.428973003205
Toda la población,Guyana,2010,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,8427.901260694192,7554.487778112194,9450.339435166396
Toda la población,Guyana,2011,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,9363.869892735916,8333.647655961817,10358.271458620358
Toda la población,Guyana,2012,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,10145.08164350082,8872.02603097756,11228.309554420082
Toda la población,Guyana,2013,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,10228.402415369043,9078.369042947936,11366.276924865535
Toda la población,Guyana,2014,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,10511.142902902637,9395.125147318613,11715.50812323706
Toda la población,Guyana,2015,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,10503.533547717536,9375.046807350021,11513.557835224814
Toda la población,Guyana,2016,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,10880.743145307553,9805.07314446041,11915.20821494827
Toda la población,Guyana,2017,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,10903.68402563789,9812.335639975005,12008.29154936637
Toda la población,Guyana,2018,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,11013.145283373586,9969.018148956591,12067.007262322548
Toda la población,Guyana,2019,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,11367.813710719565,10173.241504401578,12402.495652131383
Toda la población,Guyana,2020,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,13066.92902797305,11784.355776635111,14368.472239731995
Toda la población,Guyana,2021,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,13815.935473297288,12405.107959252386,15327.743944750184
Toda la población,Guyana,2022,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,13996.205504106301,12282.600770635196,15624.957968365248
Toda la población,Guyana,2023,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,16087.613025235309,13915.331882958519,17963.78197772231
Toda la población,Chile,1990,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,40753.434090559575,37420.86664851783,43800.77393550708
Toda la población,Chile,1991,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,41098.98370597553,37684.862565374315,44065.749269358064
Toda la población,Chile,1992,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,42641.793159271794,38957.45720714949,45635.211263746976
Toda la población,Chile,1993,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,42992.93709149919,39464.28800195722,45637.892903214575
Toda la población,Chile,1994,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,42894.625264547765,39563.10804879537,45502.15134767378
Toda la población,Chile,1995,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,43702.40730992874,40691.21814304877,46448.52761458994
Toda la población,Chile,1996,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,46154.81665425771,42839.412014170826,48953.923467804096
Toda la población,Chile,1997,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,53117.23675832768,49549.591130625406,56218.41621528358
Toda la población,Chile,1998,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,58157.753517645186,54559.880419613044,61376.51773706255
Toda la población,Chile,1999,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,60256.620425163135,56285.87244854431,63654.49349184513
Toda la población,Chile,2000,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,60699.88871515721,56718.02476857108,64341.59269763327
Toda la población,Chile,2001,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,65689.66727839217,61361.29856691261,69699.02779099878
Toda la población,Chile,2002,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,65947.90220376075,61861.74239578986,70353.5388465782
Toda la población,Chile,2003,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,69259.7676337929,64782.488823560394,73802.15357878784
Toda la población,Chile,2004,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,73341.7706045496,69113.8341829079,77284.05098643486
Toda la población,Chile,2005,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,75351.47729412555,71218.86905694944,79365.3282881482
Toda la población,Chile,2006,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,76513.20490616986,72510.62724216554,80243.69777594994
Toda la población,Chile,2007,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,80609.36928055086,76092.57264840096,85020.73104833046
Toda la población,Chile,2008,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,78522.37263313385,74062.07238225642,82577.76425891962
Toda la población,Chile,2009,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,82223.84318574907,77089.88504816867,86591.00607434406
Toda la población,Chile,2010,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,88376.55796912595,82624.0243004647,93098.14277528378
Toda la población,Chile,2011,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,83705.01197134811,77918.6192024555,88827.05536947085
Toda la población,Chile,2012,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,87442.65741509269,81896.46909004802,92569.55511372675
Toda la población,Chile,2013,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,91509.5824599407,85171.9101153961,96890.02739539693
Toda la población,Chile,2014,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,95359.64837264919,88617.37139624837,100947.771281961
Toda la población,Chile,2015,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,98110.38975323392,91467.51816197704,103610.40545579078
Toda la población,Chile,2016,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,100442.45433904321,93157.39909965672,106285.75586984282
Toda la población,Chile,2017,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,101462.87631455294,94208.09872274633,107295.3744054846
Toda la población,Chile,2018,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,95480.84534973995,88724.23930396144,100819.27849862879
Toda la población,Chile,2019,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,93812.56757607461,86814.41603014493,99378.17624051771
Toda la población,Chile,2020,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,92330.57614099479,86145.60697434901,97383.48540790324
Toda la población,Chile,2021,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,93834.47482641149,87570.9791305509,99345.91992863287
Toda la población,Chile,2022,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,101337.21809917052,93466.99763726682,108488.01401866488
Toda la población,Chile,2023,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,100633.52890651718,92283.40040837991,107141.8167772957
Toda la población,Costa Rica,1990,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,11234.997578071287,9858.131111820763,12711.932908552139
